,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,3.410475492477417,216.30438232421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,154.0,2.0,0.0,0.0,0.0,0.0,18.0,164.0,33.0,1.0,0.0,0.0,0.0,0.0,164.0,164.0,0.0,0.0,1.0,0.0,0.0,0.0,164.0,56.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,164.0,64.0,0.0,0.0,0.0,0.0,1.0,55.0,154.0,35.0,2.0,0.0,0.0,0.0,17.0,43.0,1.0,6.0,6.0,0.0,0.0,0.0,13.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1,6.894551753997803,6.163361549377441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,120.0,1.0,0.0,0.0,0.0,0.0,49.0,156.0,19.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,1.0,1.0,2.0,3.0,0.0,0.0,156.0,134.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,156.0,56.0,0.0,0.0,0.0,0.0,6.0,67.0,154.0,29.0,0.0,0.0,0.0,0.0,34.0,72.0,4.0,6.0,5.0,13.0,9.0,0.0,17.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,14.0,1.0,0.0,0.0
2,6.894551753997803,6.163361549377441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,157.0,3.0,2.0,3.0,8.0,5.0,0.0,56.0,1.0,2.0,8.0,4.0,8.0,21.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,61.0,4.0,0.0,0.0,0.0,0.0,57.0,157.0,72.0,44.0,1.0,1.0,0.0,0.0,21.0,0.0,11.0,30.0,3.0,1.0,4.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,157.0,57.0,0.0,0.0,0.0,0.0,2.0,21.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,95.0,0.0,0.0,0.0,0.0,0.0
3,9.602884292602539,118.08355712890625,2.0,0.0,0.0,55.0,130.0,4.0,0.0,1.0,87.0,44.0,1.0,32.0,76.0,7.0,7.0,36.0,130.0,83.0,0.0,0.0,1.0,1.0,3.0,40.0,4.0,2.0,0.0,7.0,23.0,3.0,1.0,1.0,4.0,6.0,2.0,76.0,130.0,5.0,3.0,6.0,56.0,30.0,2.0,13.0,43.0,6.0,30.0,130.0,77.0,25.0,1.0,1.0,0.0,0.0,15.0,130.0,6.0,1.0,0.0,26.0,67.0,1.0,0.0,4.0,16.0,13.0,3.0,44.0,130.0,17.0,8.0,5.0,130.0,51.0,3.0,5.0,24.0,7.0,10.0,59.0,62.0,3.0,3.0,2.0,1.0,1.0,2.0,27.0,0.0,0.0,1.0,49.0,130.0,1.0,0.0,0.0,5.0,6.0,32.0,42.0,75.0,31.0,26.0,6.0,130.0,39.0,20.0,2.0,3.0,12.0,23.0,49.0,43.0,6.0,0.0,2.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,61.0,130.0,2.0,1.0,0.0
4,9.602884292602539,118.08355712890625,54.0,134.0,33.0,2.0,6.0,12.0,1.0,1.0,22.0,81.0,62.0,1.0,0.0,1.0,2.0,1.0,7.0,11.0,2.0,0.0,14.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,134.0,0.0,0.0,24.0,49.0,31.0,1.0,35.0,107.0,9.0,7.0,134.0,93.0,51.0,1.0,0.0,3.0,2.0,24.0,55.0,29.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,31.0,107.0,2.0,1.0,9.0,2.0,1.0,1.0,61.0,134.0,9.0,4.0,97.0,121.0,57.0,6.0,19.0,60.0,5.0,10.0,34.0,134.0,19.0,1.0,0.0,1.0,1.0,2.0,4.0,19.0,2.0,0.0,3.0,7.0,3.0,2.0,3.0,16.0,0.0,0.0,22.0,100.0,3.0,0.0,4.0,26.0,13.0,4.0,35.0,134.0,26.0,15.0,40.0,134.0,30.0,27.0,6.0,13.0,22.0,37.0,29.0,91.0,40.0,5.0,1.0,0.0,0.0,9.0
5,11.40755844116211,94.8628921508789,86.0,34.0,0.0,3.0,46.0,10.0,0.0,0.0,23.0,11.0,1.0,8.0,138.0,59.0,0.0,2.0,138.0,48.0,1.0,1.0,18.0,11.0,1.0,6.0,18.0,5.0,2.0,9.0,53.0,20.0,1.0,1.0,138.0,67.0,0.0,2.0,31.0,6.0,0.0,0.0,14.0,3.0,0.0,29.0,138.0,57.0,7.0,6.0,138.0,23.0,0.0,7.0,25.0,14.0,8.0,29.0,45.0,7.0,0.0,0.0,56.0,23.0,3.0,4.0,138.0,105.0,0.0,1.0,16.0,7.0,0.0,0.0,9.0,4.0,8.0,21.0,103.0,84.0,29.0,10.0,67.0,51.0,34.0,12.0,11.0,14.0,32.0,67.0,30.0,25.0,1.0,0.0,48.0,17.0,0.0,6.0,138.0,104.0,0.0,0.0,3.0,2.0,0.0,0.0,22.0,8.0,6.0,16.0,65.0,78.0,1.0,0.0,52.0,55.0,29.0,12.0,30.0,66.0,7.0,11.0,67.0,31.0,1.0,0.0,23.0,12.0,1.0,8.0
6,11.40755844116211,94.8628921508789,17.0,12.0,2.0,9.0,71.0,37.0,1.0,0.0,30.0,80.0,8.0,9.0,41.0,48.0,29.0,14.0,57.0,75.0,1.0,0.0,28.0,12.0,4.0,14.0,2.0,1.0,0.0,0.0,133.0,131.0,0.0,0.0,41.0,20.0,0.0,5.0,30.0,31.0,2.0,0.0,12.0,15.0,31.0,64.0,64.0,50.0,38.0,13.0,99.0,88.0,28.0,10.0,9.0,4.0,6.0,18.0,15.0,8.0,0.0,0.0,133.0,127.0,0.0,0.0,51.0,26.0,3.0,4.0,40.0,9.0,0.0,0.0,22.0,13.0,8.0,27.0,133.0,33.0,0.0,5.0,133.0,65.0,7.0,6.0,16.0,3.0,0.0,22.0,33.0,9.0,0.0,0.0,133.0,74.0,0.0,2.0,51.0,26.0,2.0,1.0,12.0,4.0,2.0,9.0,15.0,11.0,1.0,4.0,133.0,56.0,1.0,1.0,133.0,64.0,1.0,1.0,29.0,16.0,1.0,6.0,56.0,14.0,0.0,0.0,59.0,31.0,0.0,2.0
7,11.61347770690918,98.13890075683594,0.0,24.0,120.0,4.0,0.0,1.0,7.0,0.0,13.0,43.0,76.0,9.0,1.0,2.0,9.0,0.0,5.0,10.0,45.0,39.0,8.0,0.0,9.0,1.0,0.0,7.0,115.0,14.0,0.0,0.0,8.0,1.0,7.0,31.0,117.0,15.0,20.0,16.0,12.0,15.0,120.0,71.0,67.0,11.0,18.0,0.0,2.0,6.0,48.0,9.0,42.0,120.0,120.0,1.0,1.0,9.0,9.0,17.0,120.0,40.0,15.0,4.0,18.0,37.0,4.0,2.0,3.0,4.0,22.0,111.0,120.0,12.0,120.0,8.0,2.0,4.0,25.0,21.0,91.0,96.0,32.0,3.0,0.0,35.0,120.0,68.0,51.0,77.0,5.0,1.0,1.0,5.0,11.0,11.0,113.0,120.0,1.0,1.0,1.0,0.0,0.0,18.0,47.0,3.0,2.0,1.0,3.0,2.0,4.0,11.0,48.0,33.0,2.0,1.0,2.0,1.0,10.0,35.0,41.0,27.0,2.0,2.0,4.0,1.0,0.0,1.0,19.0,35.0
8,11.61347770690918,98.13890075683594,0.0,1.0,11.0,23.0,4.0,3.0,9.0,2.0,6.0,29.0,28.0,24.0,3.0,0.0,3.0,2.0,1.0,5.0,77.0,51.0,7.0,1.0,1.0,1.0,0.0,27.0,81.0,4.0,0.0,0.0,0.0,0.0,10.0,11.0,72.0,125.0,25.0,1.0,1.0,2.0,125.0,90.0,50.0,75.0,47.0,9.0,0.0,5.0,20.0,9.0,93.0,82.0,125.0,37.0,4.0,2.0,25.0,84.0,118.0,23.0,6.0,4.0,9.0,7.0,21.0,7.0,37.0,81.0,22.0,11.0,68.0,37.0,125.0,9.0,1.0,14.0,35.0,13.0,33.0,91.0,32.0,2.0,0.0,1.0,125.0,118.0,65.0,20.0,9.0,5.0,3.0,8.0,7.0,20.0,125.0,34.0,1.0,0.0,1.0,1.0,1.0,10.0,125.0,47.0,20.0,0.0,4.0,2.0,2.0,4.0,67.0,69.0,5.0,1.0,11.0,3.0,7.0,34.0,44.0,16.0,0.0,1.0,20.0,4.0,0.0,2.0,80.0,17.0
9,12.01646614074707,121.74897766113281,149.0,3.0,0.0,1.0,14.0,2.0,0.0,1.0,26.0,6.0,2.0,10.0,130.0,14.0,0.0,0.0,113.0,24.0,2.0,3.0,25.0,2.0,0.0,0.0,16.0,2.0,0.0,2.0,35.0,1.0,0.0,0.0,149.0,5.0,0.0,3.0,18.0,1.0,0.0,1.0,37.0,4.0,1.0,33.0,149.0,13.0,0.0,0.0,149.0,13.0,1.0,8.0,32.0,3.0,0.0,1.0,19.0,2.0,1.0,8.0,45.0,1.0,0.0,0.0,149.0,10.0,0.0,1.0,15.0,2.0,0.0,0.0,38.0,2.0,0.0,12.0,149.0,33.0,0.0,4.0,149.0,2.0,0.0,2.0,34.0,10.0,0.0,21.0,15.0,1.0,1.0,20.0,62.0,1.0,0.0,2.0,149.0,10.0,1.0,5.0,12.0,1.0,0.0,0.0,36.0,2.0,1.0,43.0,108.0,7.0,1.0,4.0,119.0,0.0,0.0,5.0,20.0,2.0,1.0,22.0,8.0,0.0,0.0,7.0,59.0,15.0,5.0,2.0
